//CHER
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_Reais							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> Real_1, 	1					// Currency Classname, Currency Money Value
	<Currency> Real_2, 	2
	<Currency> Real_5, 	5
	<Currency> Real_10, 	10
	<Currency> Real_20, 	20
	<Currency> Real_50, 	50
	<Currency> Real_100, 	100
	<Currency> Real_200, 	200


<Trader> Consumiveis							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetais							// Category Name
		CaninaBerry,		         	*,		100,		30	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,		        	*,		100,		30	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		30	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		30	// Sellvalue -1 means it can not be selled
		SNAFU_UBR_Stock,                    *,		250,			200
		SNAFU_AK19_Stock,                   *,		250,			200
		SNAFU_MK47_Stock,                   *,		250,			200
		SNAFU_M249Stock,                    *,		250,			200
		SNAFU_M200S_BK,                     *,		250,			200
		SNAFU_M200S_Tan,                    *,		250,			200
		SNAFU_M200S_Green,                  *,		250,			200
		SNAFU_M200S_Snow,                   *,		250,			200
		SNAFU_M200B_BK,                     *,		250,			200
		SNAFU_WSR3Stock,                    *,		250,			200
		SNAFUDSASA58_Stock,                 *,		250,			200
		
        <Category> Supressores SNAFU  
                GCGN_M1Garand_Supp,				*,		20000,			500
		SR3_Vikhr_Supp,                                 *,		20000,			500
		SNAFU_SR25_Supp,                                *,		20000,			500
		SNAFU_Normalized_Suppressor_Green,              *,		20000,			500
		SNAFU_Normalized_Suppressor_Black,              *,		20000,			500
		SNAFU_Standardized_Suppressor_Black,            *,		20000,			500
		SNAFU_Standardized_Suppressor_Green,            *,		20000,			500
		SNAFU_LNormalized_Suppressor_Black,             *,		20000,			500
		SNAFU_LNormalized_Suppressor_Green,             *,		20000,			500
		SNAFU_LStandardized_Suppressor_Black,           *,		20000,			500
		SNAFU_LStandardized_Suppressor_Green,           *,		20000,			500
		SNAFUAR15_SPR_SIL,                              *,		20000,			500
		SNAFUAR15_SPR_SQSIL,                            *,		20000,			500
		SNAFUKivaari_338_Supp,                          *,		30000,			500
		SNAFU_408_Suppressor_T,                         *,		40000,			500
		Snafu_ScarH_SIL_Tan,                            *,		20000,			500
		Snafu_ScarH_SIL_Black,                          *,		20000,			500
		SNAFUGevar_Suppressor_Tan,                      *,		30000,			500
		SNAFUGevar_Suppressor_Green,                    *,		30000,			500
		SNAFU_Agram_Suppressor_Black,                   *,		10000,			500
		SNAFU_MPX_Suppressor_Black,                     *,		10000,			500
		SNAFU_SPMOD,                                    *,		20000,			500
		SNAFU_HeramuzzelF,                              *,		2000,			500
		SNAFU_MuzzelFF,                                 *,		2000,			500
		SNAFU_SR3Vikhr_Supp,                            *,		2000,			500
		SNAFU_AK308Muzzel,                              *,		2000,			500
		SNAFU_AK19Muzzel,                               *,		2000,			500
		SNAFU_MK47Muzzel,                               *,		2000,			500
		SNAFU_50bmg_Suppressor_U,                     *,		10000,			500
		SNAFU_50bmg_Suppressor_W,                     *,		10000,			500
		SNAFU_50bmg_Suppressor_S,                     *,		10000,			500
		SNAFU_50bmg_Suppressor_M,                     *,		10000,			500
		SNAFU_50bmg_Suppressor_B,                     *,		10000,			500

        <Category> Bipods SNAFU 
		SNAFU_Bipod,				       *,		750,			250
		SNAFU_PKPBIPOD,           	               *,		2000,			250
		SNAFU_NPKPBIPOD,                 	       *,		750,			250
		SNAFU_AtlasBipod,           	               *,		750,			250
		SNAFU_ModBipod,              	               *,		750,			250
		SNAFU_VSSKbipod,              	               *,  		2500,			250
		SNAFU_M249Bipod,              	               *,		10000,			250
		SNAFU_M200B_BK,               	               *,		4500,			250

        <Category> Equipamentos SNAFU 
		SNAFU_SKS_Bayonet,			*,		500,			250
		GCGN_M1Garand_FlashHider,               *,		500,			250
		GCGN_M1Garand_Bayonet,                  *,		500,			250
		SNAFU_AK_Mount_Base,                    *,		500,			250
		SNAFU_Hunting_Mount_Base,               *,		500,			250
		SNAFU_Mosin_Mount_Base,                 *,		500,			250
		SNAFU_TACGripColtA2_Tan,                *,		500,			250
		SNAFU_TACGripColtA2_OD,                 *,		500,			250
		SNAFU_TACGripColtA2_Grey,               *,		500,			250
		SNAFU_TACGripColtA2_BK,                 *,		500,			250
		SNAFU_GIGripColtA2,                     *,		500,			250
		SNAFUUniversalLight,                    *,		500,			250
		SNAFU_PistolGripColtA2,                 *,		500,			250
		SNAFU_PEQ1_Laser,                       *,		500,			250
		
        <Category> Punhos SNAFU   
		SA58_FGrip,		                *,		300,			200
		SNAFUAR15_AFG,                          *,		300,			200
		SNAFUScar_AFG_Tan,                      *,		300,			200
		SNAFUScar_AFG_BK,                       *,		300,			200
		SNAFUMPX_Grip,                          *,		300,			200
		SNAFU_AFG_02_Black,                     *,		300,			200
		SNAFU_AFG_02_Tan,                       *,		300,			200
		SNAFU_AFG_02_OD,                        *,		300,			200
		SNAFU_FGKAC_Grip,                       *,		300,			200
		SNAFU_FGCR_Grip,                        *,		300,			200
		SNAFU_SR3Grip,                          *,		300,			200
		SNAFU_M249Grip,                         *,		300,			200

        <Category> Munições SNAFU
		GCGN_Ammo_3006,				*,		20000,			1000
		GCGN_Ammo_408Chey,			*,		60000,			1000
		SNAFU_Ammo_338,				*,		40000,			1000
		GCGN_Ammo_762x51,                       *,		20000,			1000
		SNAFU_Ammo_300ACC,                      *,		20000,			1000
		SNAFU_Ammo_46x30,                       *,		6000,			800
		SNAFU_Ammo_5_7x28mm,                    *,		6000,			800
		SNAFU_Ammo_127x55mm,                    *,		10000,			1000
		SNAFU_Ammo_45_70mm,                     *,		5500,			800
		SNAFU_Ammo_500_SW,                      *,		8000,			800
		SNAFU_Ammo_145Cal,                      *,		5000,			800
		SNAFU_MD_Ammo_556x45mm_M855A1,          *,		8000,			800
		SNAFU_Ammo_762x25,                      *,		6000,			800
		SNAFU_Ammo_44,                          *,		6000,			800
		GCGN_Ammo_50Cal,                        *,		60000,			5000
		SNAFU_Ammo_127x55mmAP,                  *,		60000,			5000

        

	<Category> Gaus
        	Mag_Bat_Gaus_10Rnd,		      *,	60000,          10000
        	Ammo_PowerGaus,		              10,	30000,          10000

	<Category> Mags Velha Guarda
        	ArzzzM249SAW_Mag,  				           *,		   30000,          1500
        	ArzzzM240_Mag,  				           *,		   30000,  	   1500
        	ArzzzPKM_Mag,   				           *,		   30000,  	   1500
        	ArzzzVSSK_Mag,  				           *,		   30000, 	   1500
        	ArzzzBarret_Mag,  				           *,		   30000, 	   1500
        	ArzzzM98B_Mag,  				           *,		   30000, 	   1500
        	ArzzzL96A1_Mag,  				           *,		   20000, 	   1500
        	ArzzzM200_Mag,  				           *,		   20000,  	   1500
        	ArzzzKSVK_Mag,  				           *,		   20000,  	   1500
        	ArzzzMinigun_Mag,   				           *,		   100000,         8000
        	ArzzzM300_Mag,  				           *,		   20000,  	   500
        	Arzzz_Ammo_127x108,  				           *,		   20000,          500
        	Arzzz_Ammo_127x108_HE,  				   *,		   20000,          500
        	Arzzz_Ammo_127x99,  				           *,		   20000,          500
        	Arzzz_Ammo_127x55,  				           *,		   20000,          500
        	Arzzz_Ammo_408,  				           *,		   20000,          500
        	Arzzz_Ammo_375,  				           *,		   20000,          500
        	Arzzz_Ammo_375S,  				           *,		   30000,          500
        	Arzzz_Ammo_338,  				           *,		   20000,          500
		BRTX_Kivaari_10Mag_Vanta,		*,			2000,		500
		BRTX_Kivaari_25Mag_Vanta,		*,			2000,		500
        	Arzzz_Ammo_HE,  				           *,		   20000,          500
        	Arzzz_Ammo_DROB,  				           *,		   20000,          500


	<Category> Granadas
		AP_Smoke_RAINBOW, 			1,		-1,	 300
		AP_Smoke_MERICA, 			1,		-1,	 300
		AP_Smoke_CANADA, 			1,		-1,	 300
		AP_Smoke_BRUIN, 			1,		-1,	 300
		AP_Smoke_WSS, 				1,		-1,	 300
		AP_Smoke_PINK, 				1,		-1,	 300
		AP_Smoke_BLUE, 				1,		-1,	 300
		AP_Smoke_ORANGE,	 		1,		-1,	 300

<Trader> Pescador
        <Category> Peixes			
                Sardines,					        S,		 -1,		 600
		Carp,						        S,		 -1,		 600
		Mackerel,						S,		 -1,		 600
                geb_Sockeyesalmon,					S,		 -1,		 600
                geb_Crayfish,						S,		 -1,		 600
                geb_Northernpike,					S,		 -1,		 600
                geb_Largemouthbass,					S,		 -1,		 600
		geb_Smallmouthbass,					S,		 -1,		 600
		geb_Sunfish,						S,		 -1,		 600
		geb_Walleye,						S,		 -1,		 600
		geb_Sailfish,						S,		 -1,		 600
		geb_Mahimahi,						S,		 -1,		 700
                geb_Whitebass,						S,		 -1,		 700
                geb_Blackbass,						S,		 -1,		 700
                geb_Trout,						S,		 -1,		 700
                geb_LakeTrout,						S,		 -1,		 700
                geb_BrownTrout,						S,		 -1,		 700
                geb_BrookTrout,						S,		 -1,		 700
                geb_CutthroatTrout,					S,		 -1,		 700
                geb_Perch,						S,		 -1,		 700
                geb_Catfish,						S,		 -1,		 700
                geb_Minnow,						S,		 -1,		 700
                geb_Bluegill,						S,		 -1,		 700
                geb_Sauger,						S,		 -1,		 700
                geb_Bowfin,						S,		 -1,		 700
                geb_Slimysculpin,					S,		 -1,		 700
                geb_Angelfish,						S,		 -1,		 700
                geb_Asianseabass,					S,		 -1,		 700
                geb_Bonita,						S,		 -1,		 700
                geb_Cherrysalmon,					S,		 -1,		 700
                geb_Flatheadmullet,					S,		 -1,		 700
                geb_Leopardshark,					S,		 -1,		 700
                geb_Pacificcod,						S,		 -1,		 700
                geb_Redheadcichlid,					S,		 -1,		 700
                geb_Roughneckrock,					S,		 -1,		 700
                geb_Severum,						S,		 -1,		 700
                geb_Shrimp,						S,		 -1,		 700
                geb_Bluetang,						S,		 -1,		 700
                geb_Hairtailfish,					S,		 -1,		 700
                geb_Humpheadwrasse,					S,		 -1,		 700
                geb_Siamesetigerfish,					S,		 -1,		 700
                geb_Bloodclam,						S,		 -1,		 700
                geb_Mussel,						S,		 -1,		 700
                geb_Blackdevilsnail,					S,		 -1,		 700
		geb_Starfish,						S,		 -1,		 700
		geb_Kingcrab,						S,		 -1,		 700
                geb_Jellyfish,						S,		 -1,		 700
                geb_Lobster,						S,		 -1,		 700
		geb_BlueLobster,					S,		 -1,	 	 700
                geb_Greatwhiteshark,					S,		 -1,		 8000
		geb_Angelshark,						S,		 -1,		 8000
		geb_Yellowfintuna,					S,		 -1,		 700
                geb_Chinooksalmon,					S,		 -1,		 700

	<Category> Filés de peixes                                                             //Fish not buyable stops exploting by buying then selling at higher price fillets
		geb_SockeyesalmonFilletMeat,				 S,		 1200,		 450	
		MackerelFilletMeat,				         S,		 1200,		 450	
		geb_CrayfishFilletMeat,					 S,		 1200,		 450		
                geb_ChinooksalmonFilletMeat,			         S,		 1200,		 450		
		geb_NorthernpikeFilletMeat,				 S,		 1200,		 450		
		geb_LargemouthbassFilletMeat,				 S,		 1200,		 450		
		geb_SmallmouthbassFilletMeat,				 S,		 1200,		 450		
		geb_WalleyeFilletMeat,				         S,		 1200,		 450		
		geb_SunfishFilletMeat,				         S,		 1200,		 450		
		geb_WhitebassFilletMeat,				 S,		 1200,		 450		
		geb_BlackbassFilletMeat,				 S,		 1200,		 450		
		geb_TroutFilletMeat,					 S,		 1200,		 450		
		geb_BrownTroutFilletMeat,				 S,		 1200,		 450		
		geb_BrookTroutFilletMeat,				 S,		 1200,		 450		
		geb_CutthroatTroutFilletMeat,				 S,		 1200,		 450		
		geb_LakeTroutFilletMeat,				 S,		 1200,		 450		
	        geb_PerchFilletMeat,					 S,		 1200,		 450		
	        geb_CatfishFilletMeat,					 S,		 1200,		 450		
	        geb_MinnowFilletMeat,					 S,		 1200,		 450		
	        geb_BluegillFilletMeat,					 S,		 1200,		 450		
	        geb_SaugerFilletMeat,					 S,		 1200,		 450		
	        geb_BowfinFilletMeat,					 S,		 1200,		 450		
	        geb_SlimysculpinFilletMeat,				 S,		 1200,		 450		
	        geb_AngelfishFilletMeat,				 S,		 1200,		 450		
	        geb_AsianseabassFilletMeat,				 S,		 1200,		 450		
	        geb_BluemarlinFilletMeat,				 S,		 1200,		 450		
	        geb_BonitaFilletMeat,					 S,		 1200,		 450		
	        geb_CherrysalmonFilletMeat,				 S,		 1200,		 450		
	        geb_FlatheadmulletFilletMeat,				 S,		 1200,		 450		
	        geb_LeopardsharkFilletMeat,				 S,		 1200,		 450		
	        geb_PacificcodFilletMeat,				 S,		 1200,		 450		
	        geb_RedheadcichlidFilletMeat,				 S,		 1200,		 450		
		geb_RoughneckrockFilletMeat,				 S,		 1200,		 450		
	        geb_SeverumFilletMeat,					 S,		 1200,		 450		
	        geb_ShrimpFilletMeat,					 S,		 1200,		 450		
	        geb_BluetangFilletMeat,					 S,		 1200,		 450		
	        geb_HairtailfishFilletMeat,				 S,		 1200,		 450		
	        geb_HumpheadwrasseFilletMeat,				 S,		 1200,		 450		
	        geb_SiamesetigerfishFilletMeat,				 S,		 1200,		 450		
	        geb_SailfishFilletMeat,					 S,		 1200,		 450		
	        geb_MahimahiFilletMeat,					 S,		 1200,		 450		
	        geb_ClamFilletMeat,					 S,		 1200,		 450		
	        geb_MusselFilletMeat,					 S,		 1200,		 450		
	        geb_KingcrabLegs,					 S,		 1200,		 450		
		geb_KingcrabFilletMeat,					 S,		 1200,		 450		
	        geb_JellyfishFilletMeat,				 S,		 1200,		 450		
	        geb_LobsterTail,					 S,		 1200,		 450		
		geb_LobsterFilletMeat,					 S,		 1200,		 450		
		geb_BlueLobsterTail,					 S,		 1200,		 450		
		geb_BlueLobsterFilletMeat,				 S,		 1200,		 450		
	        geb_GreatwhitesharkFilletMeat,				 S,		 1200,		 1000		
		geb_AngelsharkFilletMeat,				 S,		 1200,		 1000		
		geb_YellowfintunaFilletMeat,				 S,		 1200,		 450		

	<Category> Linhas de pesca
	        geb_Biggamefishingline,				         *,		 900,	         125
	        geb_Saltwaterfishingline,				 *,		 900,	         125
	        geb_Flyfishingline,				         *,		 900,	         125

	<Category> Varas de pescar
	        geb_RedFishingRod,				         *,		 1000,	         200
	        geb_BlueFishingRod,				         *,		 1000,	         200
	        geb_GreenFishingRod,				         *,		 1000,	         200
	        geb_PurpleFishingRod,				         *,		 1000,	         200

	<Category> Bobbers de pesca
	        geb_Bobber1,				                 *,		 350,	         100
	        geb_Bobber2,				                 *,		 350,	         100
	        geb_Bobber3,				                 *,		 350,	         100
	        geb_Bobber4,				                 *,		 350,	         100
	        geb_MetalHook,						 *,		 350,		 100
	        geb_MetalHookBobber1,					 *,		 350,		 100
		geb_MetalHookBobber2,					 *,		 350,		 100
		geb_MetalHookBobber3,					 *,		 350,		 100
		geb_MetalHookBobber4,					 *,		 350,		 100
		geb_BoneHookBobber1,					 *,		 350,		 100
		geb_BoneHookBobber2,					 *,		 350,		 100
		geb_BoneHookBobber3,					 *,		 350,		 100
		geb_BoneHookBobber4,					 *,		 350,		 100
               
 	<Category> Iscas
	        geb_MetalHookBobber1WormBait,						*,		 900,		 25
	        geb_MetalHookBobber1RubberWormBait,					*,		 900,		 25
	        geb_MetalHookBobber1GrubWormBait,					*,		 900,		 25
	        geb_MetalHookBobber1GrassHopperBait,				        *,		 900,		 25
	        geb_MetalHookBobber1FieldCricketBait,				        *,		 900,		 25
	        geb_MetalHookBobber1MinnowBait,						*,		 900,		 25
 	        geb_MetalHookBobber2WormBait,						*,		 900,		 25
	        geb_MetalHookBobber2RubberWormBait,					*,		 900,		 25
	        geb_MetalHookBobber2GrubWormBait,					*,		 900,		 25
	        geb_MetalHookBobber2GrassHopperBait,					*,		 900,		 25
	        geb_MetalHookBobber2FieldCricketBait,					*,		 900,		 25
	        geb_MetalHookBobber2MinnowBait,						*,		 900,		 25
	        geb_MetalHookBobber3WormBait,						*,		 900,		 25
	        geb_MetalHookBobber3RubberWormBait,					*,		 900,		 25
	        geb_MetalHookBobber3GrubWormBait,					*,		 900,		 25
	        geb_MetalHookBobber3GrassHopperBait,					*,		 900,		 25
	        geb_MetalHookBobber3FieldCricketBait,					*,		 900,		 25
	        geb_MetalHookBobber3MinnowBait,						*,		 900,		 25
	        geb_MetalHookBobber4WormBait,						*,		 900,		 25
	        geb_MetalHookBobber4RubberWormBait,					*,		 900,		 25
	        geb_MetalHookBobber4GrubWormBait,					*,		 900,		 25
	        geb_MetalHookBobber4GrassHopperBait,					*,		 900,		 25
	        geb_MetalHookBobber4FieldCricketBait,					*,		 900,		 25
	        geb_MetalHookBobber4MinnowBait,						*,		 900,		 25
	        geb_MetalRubberWormBait,						*,		 900,		 25
	        geb_MetalGrubWormBait,							*,		 900,		 25
	        geb_MetalGrassHopperBait,						*,		 900,		 25
	        geb_MetalFieldCricketBait,						*,		 900,		 25
	        geb_MetalWormBait,							*,		 900,		 25
	        geb_MetalMinnowBait,							*,		 900,		 25
	        geb_BoneHookBobber1WormBait,						*,		 900,		 25
	        geb_BoneHookBobber1RubberWormBait,					*,		 900,		 25
	        geb_BoneHookBobber1GrubWormBait,					*,		 900,		 25
	        geb_BoneHookBobber1GrassHopperBait,					*,		 900,		 25
	        geb_BoneHookBobber1FieldCricketBait,					*,		 900,		 25
	        geb_BoneHookBobber1MinnowBait,						*,		 900,		 25
	        geb_BoneHookBobber2WormBait,						*,		 900,		 25
	        geb_BoneHookBobber2RubberWormBait,					*,		 900,		 25
	        geb_BoneHookBobber2GrubWormBait,					*,		 900,		 25
	        geb_BoneHookBobber2GrassHopperBait,					*,		 900,		 25
	        geb_BoneHookBobber2FieldCricketBait,					*,		 900,		 25
	        geb_BoneHookBobber2MinnowBait,						*,		 900,		 25
	        geb_BoneHookBobber3WormBait,						*,		 900,		 25
	        geb_BoneHookBobber3RubberWormBait,					*,		 900,		 25
	        geb_BoneHookBobber3GrubWormBait,					*,		 900,		 25
	        geb_BoneHookBobber3GrassHopperBait,					*,		 900,		 25
	        geb_BoneHookBobber3FieldCricketBait,					*,		 900,		 25
	        geb_BoneHookBobber3MinnowBait,						*,		 900,		 25
	        geb_BoneHookBobber4WormBait,						*,		 900,		 25
	        geb_BoneHookBobber4RubberWormBait,					*,		 900,		 25
	        geb_BoneHookBobber4GrubWormBait,					*,		 900,		 25
	        geb_BoneHookBobber4GrassHopperBait,					*,		 900,		 25
	        geb_BoneHookBobber4FieldCricketBait,					*,		 900,		 25
	        geb_BoneHookBobber4MinnowBait,						*,		 900,		 25
	        geb_BoneRubberWormBait,							*,		 900,		 25
	        geb_BoneGrubWormBait,							*,		 900,		 25
	        geb_BoneGrassHopperBait,						*,		 900,		 25
	        geb_BoneFieldCricketBait,						*,		 900,		 25
	        geb_BoneMinnowBait,							*,		 900,		 25
	        geb_SpinnerBait1,							*,		 900,		 25
	        geb_SpinnerBait2,							*,		 900,		 25
	        geb_SpinnerBait3,							*,		 900,		 25
	        geb_SpinnerBait4,							*,		 900,		 25
	        geb_Lure1,								*,		 900,		 25
	        geb_Lure2,								*,		 900,		 25
	        geb_Lure3,								*,		 900,		 25
	        geb_Lure4,								*,		 900,		 25
	        geb_GrassHopper,							*,		 900,		 25
		geb_FieldCricket,							*,		 900,		 25
		geb_GrubWorm,								*,		 900,		 25
		geb_RubberWorm,								*,		 900,		 25
		Hook,		         						*,		 900,		 25
        
    <Category> Equipamentos  
                geb_BlueFishKnife,				                 	 *,		 900,	     175
                geb_OrangeFishKnife,				                         *,		 900,	     175
                geb_BugContainer,				                 	 *,		 900,	     175
                geb_GreenFishKnife,				                 	 *,		 900,	     175
                geb_YellowFishKnife,				                         *,		 900,	     175
                geb_RedFishKnife,				                 	 *,		 900,	     175
                geb_PurpleFishKnife,				                         *,		 900,	     175
                geb_YellowTackle,				                         *,		 1200,	     25
                geb_RedTackle,				                                 *,		 1200,	     25
                geb_PurpleTackle,				                         *,		 1200,	     25
                geb_PinkTackle,				                                 *,		 1200,	     25
                geb_OrangeTackle,				                         *,		 1200,	     25
                geb_LimeTackle,				                                 *,		 1200,	     25
                geb_LightBlueTackle,				                         *,		 1200,	     25
                geb_GreenTackle,				                         *,		 1200,	     25
                geb_BrownTackle,				                         *,		 1200,	     25
                geb_CamoTackle,				                                 *,		 1200,	     25
                geb_BlueTackle,				                                 *,		 1200,	     25
                geb_FunPurpleTackle,				                         *,		 1200,	     25
                geb_FunYellowTackle,				                         *,		 1200,	     25
                geb_FunGreenTackle,				                         *,		 1200,	     25
